college_gsis_id,position,player_name,season,team,school_code,passing_attempts,passing_completions,passing_yards,passing_completion_percentage,passing_touchdowns,passing_interceptions,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_receptions,receiving_touchdowns,receiving_yards,defense_pass_breakups,defense_qb_hurries,defense_sacks,defense_solo_tackles,defense_total_tackles,defense_tackles_for_loss,defense_interceptions,defense_touchdowns,kickreturns_avg,kickreturns_long,kickreturns_no,kickreturns_touchdowns,kickreturns_yards,puntreturns_avg,puntreturns_long,puntreturns_no,puntreturns_td,puntreturns_yds,total_fumbles,total_fumbles_lost
304644,WR,Thayer Thomas,2018,NC State,NCST,2,1,56,0.5,0,0,1,8,0,30,3,354,,,,,,,,,,,,,,10.2,40,13,0,132,4,2
304644,WR,Thayer Thomas,2019,NC State,NCST,5,3,74,0.6,2,0,,,,31,3,334,0,0,0,0,0,0,,1,,,,,,13.7,76,11,1,151,2,1
304644,WR,Thayer Thomas,2020,NC State,NCST,3,1,31,0.333,1,0,1,-6,0,42,6,529,0,0,0,0,1,0,,0,44,44,1,0,44,10,23,10,0,100,,
304644,WR,Thayer Thomas,2021,NC State,NCST,2,0,0,0,0,0,4,19,0,51,8,596,,,,,,,,,,,,,,9.5,25,17,0,162,,
304644,WR,Thayer Thomas,2022,NC State,NCST,2,2,33,1,1,0,1,-7,0,57,4,642,,,,,,,,,,,,,,7.1,38,18,0,128,2,0
304682,DT,Desjaun Johnson,2018,Toledo,OHTO,,,,,,,,,,,,,0,1,1,7,17,3,,0,,,,,,,,,,,,
304682,DT,Desjaun Johnson,2019,Toledo,OHTO,,,,,,,,,,,,,0,5,1,14,32,7,,0,,,,,,,,,,,,
304682,DT,Desjaun Johnson,2020,Toledo,OHTO,,,,,,,,,,,,,0,2,2.5,8,26,6.5,,0,,,,,,,,,,,,
304682,DT,Desjaun Johnson,2021,Toledo,OHTO,,,,,,,,,,,,,0,5,4.5,33,70,12.5,,0,,,,,,,,,,,0,0
304682,DT,Desjaun Johnson,2022,Toledo,OHTO,,,,,,,,,,,,,0,2,5.5,23,61,12.5,1,0,,,,,,,,,,,,
304745,WR,Drake Stoops,2018,Oklahoma,OKUN,,,,,,,,,,2,0,16,,,,,,,,,,,,,,,,,,,,
304745,WR,Drake Stoops,2019,Oklahoma,OKUN,,,,,,,,,,8,0,95,0,0,0,1,1,0,,0,,,,,,-1,-1,1,0,-1,,
304745,WR,Drake Stoops,2020,Oklahoma,OKUN,,,,,,,,,,15,2,219,,,,,,,,,,,,,,,,,,,1,0
304745,WR,Drake Stoops,2021,Oklahoma,OKUN,,,,,,,,,,16,2,191,0,0,0,1,1,0,,0,,,,,,,,,,,,
304745,WR,Drake Stoops,2022,Oklahoma,OKUN,1,1,13,1,0,0,8,48,0,39,3,393,,,,,,,,,,,,,,,,,,,,
304745,WR,Drake Stoops,2023,Oklahoma,OKUN,,,,,,,4,8,0,84,10,962,0,0,0,2,2,0,,0,,,,,,,,,,,,
304754,DS,Trey Dean III,2018,Florida,FLUN,,,,,,,,,,,,,5,0,0,15,25,0.5,1,0,,,,,,,,,,,,
304754,DS,Trey Dean III,2019,Florida,FLUN,,,,,,,,,,,,,1,2,2,16,26,3.5,1,0,,,,,,,,,,,,
304754,DS,Trey Dean III,2020,Florida,FLUN,,,,,,,,,,,,,0,0,1,22,34,1,1,0,,,,,,,,,,,1,1
304754,DS,Trey Dean III,2021,Florida,FLUN,,,,,,,,,,,,,8,0,1.5,40,88,4,1,0,,,,,,,,,,,,
304754,DS,Trey Dean III,2022,Florida,FLUN,,,,,,,,,,,,,4,1,0.5,44,77,3.5,,0,,,,,,,,,,,0,0
304873,RB,Travis Dye,2018,Oregon,ORUN,,,,,,,139,737,4,12,1,69,0,0,0,1,1,0,,0,14.5,18,2,0,29,6,11,2,0,12,2,2
304873,RB,Travis Dye,2019,Oregon,ORUN,,,,,,,106,658,0,16,1,159,0,0,0,1,1,0,,0,21.2,28,13,0,276,,,,,,2,2
304873,RB,Travis Dye,2020,Oregon,ORUN,1,0,0,0,0,0,64,443,1,9,4,239,,,,,,,,,,,,,,13.3,19,3,0,40,2,2
304873,RB,Travis Dye,2021,Oregon,ORUN,,,,,,,211,1271,16,46,2,402,,,,,,,,,,,,,,,,,,,3,1
304873,RB,Travis Dye,2022,USC,CASC,,,,,,,145,884,9,20,0,194,,,,,,,,,,,,,,,,,,,1,0
304880,DS,Kahlef Hailassie,2018,Oregon,ORUN,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
304880,DS,Kahlef Hailassie,2019,Oregon,ORUN,,,,,,,,,,,,,0,0,0,1,2,0,,0,,,,,,,,,,,,
304880,DS,Kahlef Hailassie,2021,Western Kentucky,KYWE,,,,,,,,,,,,,5,0,0,36,58,4,2,0,,,,,,,,,,,,
304880,DS,Kahlef Hailassie,2022,Western Kentucky,KYWE,,,,,,,,,,,,,10,1,3,43,63,8,2,0,,,,,,,,,,,0,0
305064,IB,Charlie Thomas,2018,Georgia Tech,GATC,,,,,,,,,,,,,1,5,1,28,47,3,,0,,,,,,,,,,,0,0
305064,IB,Charlie Thomas,2019,Georgia Tech,GATC,,,,,,,,,,,,,2,0,2,42,65,9.5,,0,,,,,,,,,,,,
305064,IB,Charlie Thomas,2020,Georgia Tech,GATC,,,,,,,,,,,,,0,1,2,11,18,4,,0,,,,,,,,,,,,
305064,IB,Charlie Thomas,2021,Georgia Tech,GATC,,,,,,,,,,,,,0,3,3,35,70,10,2,0,,,,,,,,,,,0,0
305064,IB,Charlie Thomas,2022,Georgia Tech,GATC,,,,,,,,,,,,,2,3,2,71,112,10.5,2,0,,,,,,,,,,,0,0
305093,DT,Fabien Lovett,2019,Mississippi State,MSST,,,,,,,,,,,,,0,0,1,6,19,2.5,,0,,,,,,,,,,,,
305093,DT,Fabien Lovett,2020,Florida State,FLST,,,,,,,,,,,,,0,0,1,6,14,1.5,,0,,,,,,,,,,,,
305093,DT,Fabien Lovett,2021,Florida State,FLST,,,,,,,,,,,,,0,2,2,10,28,4.5,,0,,,,,,,,,,,,
305093,DT,Fabien Lovett,2022,Florida State,FLST,,,,,,,,,,,,,1,0,1,5,10,2,,0,,,,,,,,,,,,
305093,DT,Fabien Lovett,2023,Florida State,FLST,,,,,,,,,,,,,3,0,1,10,21,4,,0,,,,,,,,,,,,
305132,WR,John Hightower,2018,Boise State,IDBO,,,,,,,8,163,2,31,6,504,,,,,,,,,10.1,26,10,0,101,2,0,1,0,2,1,1
305132,WR,John Hightower,2019,Boise State,IDBO,2,1,4,0.5,0,0,15,139,0,51,8,943,0,0,0,0,0,0,,1,24.6,98,26,1,639,,,,,,1,1
305227,DE,Eyabi Anoma,2018,Alabama,ALUN,,,,,,,,,,,,,0,1,0,6,9,2,,0,,,,,,,,,,,,
305227,DE,Eyabi Anoma,2022,Michigan,MIUN,,,,,,,,,,,,,0,1,3,6,15,4.5,,0,,,,,,,,,,,,
305227,DE,Eyabi Anoma,2023,Charlotte,NCCR,,,,,,,,,,,,,1,9,5.5,19,48,9.5,,0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2018,Penn State,PAST,,,,,,,,,,,,,0,1,0,7,14,1,,0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2019,Penn State,PAST,,,,,,,,,,,,,0,1,1,14,37,4.5,,0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2020,Penn State,PAST,,,,,,,,,,,,,1,2,1,13,35,1.5,,0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2021,Penn State,PAST,,,,,,,1,0,0,,,,0,0,1,16,21,3,,0,,,,,,,,,,,,
305277,DT,PJ Mustipher,2022,Penn State,PAST,,,,,,,,,,,,,0,1,0,17,33,0.5,,0,,,,,,,,,,,,
305324,QB,Chase Brice,2018,Clemson,SCCL,51,32,442,0.627,5,3,16,93,0,,,,,,,,,,,,,,,,,,,,,,1,0
305324,QB,Chase Brice,2019,Clemson,SCCL,85,50,581,0.588,4,1,14,94,1,,,,,,,,,,,,,,,,,,,,,,,
305324,QB,Chase Brice,2020,Duke,NCDU,351,192,2162,0.547,10,15,91,89,1,,,,,,,,,,,,,,,,,,,,,,8,6
305324,QB,Chase Brice,2021,App State,NCAP,390,242,3337,0.621,27,11,71,149,3,,,,0,0,0,3,3,0,,0,,,,,,,,,,,6,4
305324,QB,Chase Brice,2022,App State,NCAP,348,219,2915,0.629,27,6,71,117,4,,,,,,,,,,,,,,,,,,,,,,4,2
305334,OT,Jordan McFadden,2020,Clemson,SCCL,,,,,,,,,,,,,0,1,0,0,0,0,,0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2018,Clemson,SCCL,,,,,,,,,,,,,2,4,3,16,30,7.5,,0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2019,Clemson,SCCL,,,,,,,1,1,0,,,,2,4,2,10,27,8,,0,,,,,,,,,,,0,0
305339,DE,Xavier Thomas,2020,Clemson,SCCL,,,,,,,,,,,,,0,0,3.5,4,6,4,,0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2021,Clemson,SCCL,,,,,,,,,,,,,1,14,3.5,12,21,5.5,,0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2022,Clemson,SCCL,,,,,,,,,,,,,0,2,2,2,4,2,,0,,,,,,,,,,,,
305339,DE,Xavier Thomas,2023,Clemson,SCCL,,,,,,,,,,,,,2,10,3,16,24,4,,0,,,,,,,,,,,0,0
305371,DS,Jordan Howden,2018,Minnesota,MNUN,,,,,,,,,,,,,3,0,0,28,45,0,1,0,,,,,,,,,,,,
305371,DS,Jordan Howden,2019,Minnesota,MNUN,,,,,,,,,,,,,6,1,0,40,57,0.5,1,0,,,,,,,,,,,,
305371,DS,Jordan Howden,2020,Minnesota,MNUN,,,,,,,,,,,,,1,0,0,26,37,0,,0,,,,,,,,,,,,
305371,DS,Jordan Howden,2021,Minnesota,MNUN,,,,,,,,,,,,,5,0,0,34,43,1.5,,0,,,,,,,,,,,,
305371,DS,Jordan Howden,2022,Minnesota,MNUN,,,,,,,,,,,,,4,0,0,34,51,2.5,2,0,,,,,,,,,,,,
305372,RB,Mohamed Ibrahim,2018,Minnesota,MNUN,,,,,,,202,1161,9,4,0,26,,,,,,,,,19,19,1,0,19,,,,,,,
305372,RB,Mohamed Ibrahim,2019,Minnesota,MNUN,,,,,,,114,604,7,3,0,13,,,,,,,,,,,,,,,,,,,1,1
305372,RB,Mohamed Ibrahim,2020,Minnesota,MNUN,,,,,,,201,1076,15,8,0,56,,,,,,,,,23.5,27,2,0,47,,,,,,1,1
305372,RB,Mohamed Ibrahim,2021,Minnesota,MNUN,,,,,,,30,163,2,,,,,,,,,,,,,,,,,,,,,,,
305372,RB,Mohamed Ibrahim,2022,Minnesota,MNUN,,,,,,,320,1665,20,7,0,50,0,0,0,1,1,0,,0,,,,,,,,,,,2,2
305376,QB,Tanner Morgan,2018,Minnesota,MNUN,153,89,1401,0.582,9,6,41,51,1,,,,0,0,0,1,1,0,,0,,,,,,,,,,,6,2
305376,QB,Tanner Morgan,2019,Minnesota,MNUN,318,210,3253,0.66,30,7,61,-57,1,,,,0,0,0,1,1,0,,0,,,,,,,,,,,8,4
305376,QB,Tanner Morgan,2020,Minnesota,MNUN,183,106,1374,0.579,7,5,25,-35,0,,,,,,,,,,,,,,,,,,,,,,3,1
305376,QB,Tanner Morgan,2021,Minnesota,MNUN,249,149,2044,0.598,10,9,59,-9,2,,,,,,,,,,,,,,,,,,,,,,4,2
305376,QB,Tanner Morgan,2022,Minnesota,MNUN,160,107,1382,0.669,9,5,34,55,4,,,,,,,,,,,,,,,,,,,,,,2,0
305405,RB,Deneric Prince,2018,Texas A&M,TXAM,,,,,,,2,21,0,,,,,,,,,,,,,,,,,,,,,,,
305405,RB,Deneric Prince,2020,Tulsa,OKTU,,,,,,,87,470,4,1,0,11,0,0,0,1,2,0,,0,17,20,4,0,68,,,,,,1,1
305405,RB,Deneric Prince,2021,Tulsa,OKTU,,,,,,,100,524,5,7,0,67,,,,,,,,,,,,,,,,,,,,
305405,RB,Deneric Prince,2022,Tulsa,OKTU,,,,,,,126,729,5,9,1,84,,,,,,,,,,,,,,,,,,,2,2
305544,DT,Terry Hampton,2018,Arkansas State,ARST,,,,,,,,,,,,,0,0,0,2,6,0.5,,0,,,,,,,,,,,,
305544,DT,Terry Hampton,2019,Arkansas State,ARST,,,,,,,,,,,,,0,0,0.5,3,8,0.5,,0,,,,,,,,,,,,
305544,DT,Terry Hampton,2020,Arkansas State,ARST,,,,,,,,,,,,,0,0,2,20,35,6,,0,,,,,,,,,,,,
305544,DT,Terry Hampton,2021,Arkansas State,ARST,,,,,,,,,,,,,1,0,0,5,11,2.5,,0,,,,,,,,,,,,
305544,DT,Terry Hampton,2022,Arkansas,ARUN,,,,,,,,,,,,,1,0,1,6,23,2.5,,0,,,,,,,,,,,,
305568,RB,Kazmeir Allen,2018,UCLA,CALA,,,,,,,30,188,1,7,1,35,,,,,,,,,,,,,,,,,,,,
305568,RB,Kazmeir Allen,2019,UCLA,CALA,,,,,,,13,63,0,4,0,29,,,,,,,,,,,,,,,,,,,1,1
305568,RB,Kazmeir Allen,2020,UCLA,CALA,,,,,,,2,3,0,3,0,40,,,,,,,,,,,,,,,,,,,,
305568,RB,Kazmeir Allen,2021,UCLA,CALA,,,,,,,8,93,1,17,4,255,0,0,0,0,0,0,,1,27.8,100,22,1,612,,,,,,2,1
305568,RB,Kazmeir Allen,2022,UCLA,CALA,,,,,,,15,203,2,49,2,403,,,,,,,,,24.6,43,18,0,443,,,,,,1,0
305676,OG,Atonio Mafi,2018,UCLA,CALA,,,,,,,,,,,,,0,0,0,5,16,1.5,,0,,,,,,,,,,,,
305676,OG,Atonio Mafi,2019,UCLA,CALA,,,,,,,,,,,,,0,0,1,12,28,4,,0,,,,,,,,,,,,
305676,OG,Atonio Mafi,2021,UCLA,CALA,,,,,,,,,,,,,0,1,1,1,1,1,,0,,,,,,,,,,,,
305676,OG,Atonio Mafi,2022,UCLA,CALA,,,,,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,
305692,QB,Dorian Thompson-Robinson,2018,UCLA,CALA,159,95,1173,0.597,6,4,45,78,0,,,,,,,,,,,,,,,,,,,,,,4,2
305692,QB,Dorian Thompson-Robinson,2019,UCLA,CALA,362,216,2701,0.597,21,12,118,198,4,,,,0,0,0,4,4,0,,0,,,,,,,,,,,11,7
305692,QB,Dorian Thompson-Robinson,2020,UCLA,CALA,138,90,1120,0.652,12,4,55,306,3,,,,0,0,0,1,1,0,,0,,,,,,,,,,,2,1
305692,QB,Dorian Thompson-Robinson,2021,UCLA,CALA,283,176,2409,0.622,21,6,130,609,9,,,,,,,,,,,,,,,,,,,,,,3,1
305692,QB,Dorian Thompson-Robinson,2022,UCLA,CALA,381,265,3153,0.696,27,10,117,647,12,,,,,,,,,,,,,,,,,,,,,,7,3
305693,DT,Jerron Cage,2018,Ohio State,OHST,,,,,,,,,,,,,0,1,0,1,1,0,,0,,,,,,,,,,,,
305693,DT,Jerron Cage,2019,Ohio State,OHST,,,,,,,,,,,,,1,0,0,1,4,1,,0,,,,,,,,,,,0,0
305693,DT,Jerron Cage,2020,Ohio State,OHST,,,,,,,,,,,,,0,0,0.5,1,5,0.5,,0,,,,,,,,,,,,
305693,DT,Jerron Cage,2021,Ohio State,OHST,,,,,,,,,,,,,0,0,1,5,12,4,,0,,,,,,,,,,,0,0
305693,DT,Jerron Cage,2022,Ohio State,OHST,,,,,,,,,,,,,0,0,1.5,5,12,2.5,,0,,,,,,,,,,,,
305695,DC,Arquon Bush,2018,Cincinnati,OHCI,,,,,,,,,,,,,2,0,0,3,3,0,2,1,,,,,,,,,,,0,0
305695,DC,Arquon Bush,2019,Cincinnati,OHCI,,,,,,,,,,,,,5,0,0,13,16,0,,0,,,,,,,,,,,,
305695,DC,Arquon Bush,2020,Cincinnati,OHCI,,,,,,,,,,,,,3,0,0,12,20,2,2,0,,,,,,,,,,,,
305695,DC,Arquon Bush,2021,Cincinnati,OHCI,,,,,,,,,,,,,6,1,1,27,40,3,3,0,,,,,,,,,,,,
305695,DC,Arquon Bush,2022,Cincinnati,OHCI,,,,,,,,,,,,,5,0,0,27,34,0,2,0,,,,,,,,,,,,
305707,IB,Dallas Gant,2018,Ohio State,OHST,,,,,,,,,,,,,0,0,0,2,6,0,,0,,,,,,,,,,,,
305707,IB,Dallas Gant,2019,Ohio State,OHST,,,,,,,,,,,,,0,0,1.5,9,21,3,,0,,,,,,,,,,,,
305707,IB,Dallas Gant,2020,Ohio State,OHST,,,,,,,,,,,,,1,0,0,10,17,0.5,,0,,,,,,,,,,,0,0
305707,IB,Dallas Gant,2021,Ohio State,OHST,,,,,,,,,,,,,0,0,0,4,10,0,,0,,,,,,,,,,,,
305707,IB,Dallas Gant,2022,Toledo,OHTO,,,,,,,,,,,,,5,1,0,44,102,5,,0,,,,,,,,,,,,
305707,IB,Dallas Gant,2023,Toledo,OHTO,,,,,,,,,,,,,2,0,1,49,114,8,1,0,,,,,,,,,,,,
305728,DE,Richard Jibunor,2018,Auburn,ALAU,,,,,,,,,,,,,0,0,2,6,8,3,,0,,,,,,,,,,,,
305728,DE,Richard Jibunor,2020,Troy,ALTR,,,,,,,,,,,,,0,4,4,15,30,6,,0,,,,,,,,,,,,
305728,DE,Richard Jibunor,2021,Troy,ALTR,,,,,,,,,,,,,0,2,7.5,20,41,9,2,0,,,,,,,,,,,0,0
305728,DE,Richard Jibunor,2022,Troy,ALTR,,,,,,,,,,,,,1,4,6.5,16,36,11,1,0,,,,,,,,,,,0,0
305728,DE,Richard Jibunor,2023,Troy,ALTR,,,,,,,,,,,,,0,4,10.5,34,59,18.5,,0,,,,,,,,,,,,
305751,DT,Taron Vincent,2018,Ohio State,OHST,,,,,,,,,,,,,0,0,1,2,3,1,,0,,,,,,,,,,,,
305751,DT,Taron Vincent,2020,Ohio State,OHST,,,,,,,,,,,,,0,0,0.5,1,9,2,,0,,,,,,,,,,,,
305751,DT,Taron Vincent,2021,Ohio State,OHST,,,,,,,,,,,,,0,2,0.5,12,23,3.5,,0,,,,,,,,,,,,
305751,DT,Taron Vincent,2022,Ohio State,OHST,,,,,,,,,,,,,0,2,0.5,8,24,2.5,,0,,,,,,,,,,,0,0
305761,FB,Jack Colletto,2018,Oregon State,ORST,46,22,194,0.478,0,3,30,20,5,0,0,-10,,,,,,,,,,,,,,,,,,,2,0
305761,FB,Jack Colletto,2019,Oregon State,ORST,,,,,,,6,10,1,,,,1,0,0,2,3,0,,0,0,0,2,0,0,,,,,,,
305761,FB,Jack Colletto,2020,Oregon State,ORST,1,0,0,0,0,0,15,128,2,,,,0,0,0,5,13,0.5,,0,13,13,1,0,13,,,,,,,
305761,FB,Jack Colletto,2021,Oregon State,ORST,,,,,,,31,144,8,1,1,1,0,0,0,6,7,1,1,0,3.7,11,3,0,11,,,,,,,
305761,FB,Jack Colletto,2022,Oregon State,ORST,2,2,53,1,0,0,27,103,6,3,0,46,0,0,0,18,23,0,,0,-2,-2,1,0,-2,0,0,1,0,0,0,0
305829,DS,Jaiden Woodbey,2018,Florida State,FLST,,,,,,,,,,,,,7,3,1,24,59,4.5,,0,,,,,,,,,,,,
305829,DS,Jaiden Woodbey,2019,Florida State,FLST,,,,,,,,,,,,,1,0,0.5,6,19,1,,0,,,,,,,,,,,0,0
305829,DS,Jaiden Woodbey,2020,Florida State,FLST,,,,,,,,,,,,,1,2,0,15,28,1.5,,0,,,,,,,,,,,,
305829,DS,Jaiden Woodbey,2021,Boston College,MABC,,,,,,,,,,,,,2,0,0.5,28,55,3.5,2,0,,,,,,,,,,,0,0
305829,DS,Jaiden Woodbey,2022,Boston College,MABC,,,,,,,,,,,,,2,1,0,36,70,2,,0,,,,,,,,,,,,
305851,DT,Dante Stills,2018,West Virginia,WVUN,,,,,,,,,,,,,0,1,3,12,14,5.5,,0,,,,,,,,,,,,
305851,DT,Dante Stills,2019,West Virginia,WVUN,,,,,,,,,,,,,1,2,7,14,23,11.5,,0,,,,,,,,,,,,
305851,DT,Dante Stills,2020,West Virginia,WVUN,,,,,,,,,,,,,2,1,1,14,32,9.5,,0,,,,,,,,,,,0,0
305851,DT,Dante Stills,2021,West Virginia,WVUN,,,,,,,,,,,,,0,6,7,29,36,15,1,0,,,,,,,,,,,,
305851,DT,Dante Stills,2022,West Virginia,WVUN,,,,,,,,,,,,,1,6,4.5,13,26,9,,0,,,,,,,,,,,0,0
305856,IB,Jeremy Banks,2018,Tennessee,TNUN,,,,,,,52,185,3,1,0,10,0,0,0,3,3,0,,0,,,,,,,,,,,3,2
305856,IB,Jeremy Banks,2019,Tennessee,TNUN,,,,,,,,,,,,,0,0,0,1,7,1,2,0,,,,,,,,,,,,
305856,IB,Jeremy Banks,2020,Tennessee,TNUN,,,,,,,,,,,,,0,1,0,13,28,1,,0,,,,,,,,,,,,
305856,IB,Jeremy Banks,2021,Tennessee,TNUN,,,,,,,,,,,,,4,3,5.5,59,128,11.5,1,0,,,,,,,,,,,,
305856,IB,Jeremy Banks,2022,Tennessee,TNUN,,,,,,,,,,,,,4,8,0,33,53,4.5,,0,,,,,,,,,,,0,0
305865,OT,Connor Galvin,2022,Baylor,TXBA,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
305898,DE,Trajan Jeffcoat,2018,Missouri,MOUN,,,,,,,,,,,,,0,2,1,5,6,1,,0,,,,,,,,,,,,
305898,DE,Trajan Jeffcoat,2020,Missouri,MOUN,,,,,,,,,,,,,0,7,6,17,23,6,,0,,,,,,,,,,,,
305898,DE,Trajan Jeffcoat,2021,Missouri,MOUN,,,,,,,,,,,,,1,4,3.5,23,34,10,,0,,,,,,,,,,,0,0
305898,DE,Trajan Jeffcoat,2022,Missouri,MOUN,,,,,,,,,,,,,0,3,2,14,20,3,,0,,,,,,,,,,,,
305898,DE,Trajan Jeffcoat,2023,Arkansas,ARUN,,,,,,,,,,,,,0,5,4,7,16,8.5,,0,,,,,,,,,,,,
305905,DE,Sundiata Anderson,2018,Grambling,LAGR,,,,,,,,,,,,,0,0,0,1,1,0,,0,,,,,,,,,,,,
305905,DE,Sundiata Anderson,2021,Grambling,LAGR,,,,,,,,,,,,,0,0,0,3,4,1,,0,,,,,,,,,,,,
305905,DE,Sundiata Anderson,2022,Grambling,LAGR,,,,,,,,,,,,,0,0,0,3,3,1,,0,,,,,,,,,,,,
305905,DE,Sundiata Anderson,2023,Grambling,LAGR,,,,,,,,,,,,,0,0,0.5,0,1,0.5,,0,,,,,,,,,,,,
305968,FB,Derek Parish,2018,Houston,TXHO,,,,,,,,,,,,,0,2,1.5,11,21,2,,0,,,,,,,,,,,,
305968,FB,Derek Parish,2019,Houston,TXHO,,,,,,,,,,,,,0,5,2,20,37,5.5,,0,,,,,,,,,,,0,0
305968,FB,Derek Parish,2020,Houston,TXHO,,,,,,,,,,,,,0,4,3.5,11,25,5.5,,1,,,,,,,,,,,0,0
305968,FB,Derek Parish,2021,Houston,TXHO,,,,,,,,,,,,,0,5,5,25,54,12,,0,,,,,,,,,,,,
305968,FB,Derek Parish,2022,Houston,TXHO,,,,,,,,,,,,,0,1,4.5,13,19,8,,0,,,,,,,,,,,,
306023,DC,Nehemiah Shelton,2018,San José State,CASJ,,,,,,,,,,,,,1,0,0,4,4,0,1,0,,,,,,,,,,,,
306023,DC,Nehemiah Shelton,2019,San José State,CASJ,,,,,,,,,,,,,7,0,0,34,42,0,3,0,,,,,,,,,,,0,0
306023,DC,Nehemiah Shelton,2020,San José State,CASJ,,,,,,,,,,,,,4,0,0,31,38,1,,0,,,,,,,,,,,0,0
306023,DC,Nehemiah Shelton,2021,San José State,CASJ,,,,,,,,,,,,,9,0,0,47,61,1,2,0,,,,,,,,,,,,
306023,DC,Nehemiah Shelton,2022,San José State,CASJ,,,,,,,,,,,,,8,1,0,32,44,1.5,2,0,,,,,,5,5,1,0,5,,
306113,DT,Tuli Letuligasenoa,2019,Washington,WAUN,,,,,,,,,,,,,0,0,1,12,23,2,,0,,,,,,,,,,,,
306113,DT,Tuli Letuligasenoa,2020,Washington,WAUN,,,,,,,,,,,,,0,0,0,4,5,1,,0,,,,,,,,,,,,
306113,DT,Tuli Letuligasenoa,2021,Washington,WAUN,,,,,,,,,,,,,2,1,1,18,36,6.5,1,0,,,,,,,,,,,,
306113,DT,Tuli Letuligasenoa,2022,Washington,WAUN,,,,,,,,,,,,,4,0,0,19,30,4.5,,0,,,,,,,,,,,,
306113,DT,Tuli Letuligasenoa,2023,Washington,WAUN,,,,,,,,,,,,,1,1,0,8,17,3.5,,0,,,,,,,,,,,,
306250,WR,Antoine Green,2018,North Carolina,NCUN,,,,,,,,,,4,0,45,,,,,,,,,,,,,,,,,,,,
306250,WR,Antoine Green,2019,North Carolina,NCUN,,,,,,,,,,8,2,217,0,0,0,1,1,0,,0,,,,,,,,,,,,
306250,WR,Antoine Green,2020,North Carolina,NCUN,,,,,,,,,,4,1,38,,,,,,,,,,,,,,,,,,,,
306250,WR,Antoine Green,2021,North Carolina,NCUN,,,,,,,,,,31,5,612,,,,,,,,,,,,,,,,,,,,
306250,WR,Antoine Green,2022,North Carolina,NCUN,,,,,,,,,,43,7,798,,,,,,,,,20,20,1,0,20,,,,,,,
306257,WR,Michael Jefferson,2018,Alabama State,ALST,,,,,,,,,,1,0,11,,,,,,,,,,,,,,,,,,,,
306257,WR,Michael Jefferson,2019,Alabama State,ALST,,,,,,,,,,6,0,81,,,,,,,,,,,,,,,,,,,,
306257,WR,Michael Jefferson,2021,Louisiana,LASW,,,,,,,,,,18,4,481,,,,,,,,,,,,,,,,,,,,
306257,WR,Michael Jefferson,2022,Louisiana,LASW,,,,,,,,,,51,7,810,0,0,0,3,5,0,,0,,,,,,,,,,,1,1
306298,DE,Solomon Byrd,2018,Wyoming,WYUN,,,,,,,,,,,,,0,0,0,2,5,0,,0,,,,,,,,,,,,
306298,DE,Solomon Byrd,2019,Wyoming,WYUN,,,,,,,,,,,,,1,3,6.5,22,45,9.5,,0,,,,,,,,,,,,
306298,DE,Solomon Byrd,2021,Wyoming,WYUN,,,,,,,,,,,,,0,2,3.5,21,37,3.5,,0,,,,,,,,,,,,
306298,DE,Solomon Byrd,2022,USC,CASC,,,,,,,,,,,,,1,1,4,18,27,7.5,,0,,,,,,,,,,,0,0
306298,DE,Solomon Byrd,2023,USC,CASC,,,,,,,,,,,,,1,2,4.5,26,44,7.5,,0,,,,,,,,,,,0,0
306315,IB,Ben VanSumeren,2019,Michigan,MIUN,,,,,,,9,20,1,,,,,,,,,,,,,,,,,,,,,,1,1
306315,IB,Ben VanSumeren,2020,Michigan,MIUN,,,,,,,,,,,,,0,0,0,3,8,0,,0,,,,,,,,,,,,
306315,IB,Ben VanSumeren,2021,Michigan State,MIST,,,,,,,,,,,,,0,0,0,7,12,1,,0,,,,,,,,,,,,
306315,IB,Ben VanSumeren,2022,Michigan State,MIST,,,,,,,,,,,,,2,3,2,25,73,3,,0,,,,,,,,,,,,
307223,DT,Jordan Miller,2019,Miami,FLMI,,,,,,,,,,,,,0,0,0,4,12,2.5,,0,,,,,,,,,,,,
307223,DT,Jordan Miller,2020,Miami,FLMI,,,,,,,,,,,,,0,2,0.5,3,11,1,,0,,,,,,,,,,,,
307223,DT,Jordan Miller,2021,Miami,FLMI,,,,,,,,,,,,,0,0,1.5,10,19,4.5,,0,,,,,,,,,,,0,0
307223,DT,Jordan Miller,2022,Miami,FLMI,,,,,,,,,,,,,0,0,1,6,18,3,,0,,,,,,,,,,,0,0
307223,DT,Jordan Miller,2023,SMU,TXMU,,,,,,,,,,,,,1,1,0.5,10,23,3.5,,0,,,,,,,,,,,,
